idx,rel_path,in_path,out_path,orig_fs,used_fs,channel_idx,env_file,range_m,src_z,rcv_z,Npaths,power_db
305,train\ClassC\ferry\train_ClassC_ferry_id67_seg172.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg172.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg172.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
306,train\ClassC\ferry\train_ClassC_ferry_id67_seg173.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg173.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg173.wav,16000,16000,39,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
307,train\ClassC\ferry\train_ClassC_ferry_id67_seg174.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg174.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg174.wav,16000,16000,46,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.025
308,train\ClassC\ferry\train_ClassC_ferry_id67_seg175.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg175.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg175.wav,16000,16000,39,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
309,train\ClassC\ferry\train_ClassC_ferry_id67_seg176.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg176.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg176.wav,16000,16000,47,env_105_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
310,train\ClassC\ferry\train_ClassC_ferry_id67_seg177.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg177.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg177.wav,16000,16000,37,env_081_winter_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.344
311,train\ClassC\ferry\train_ClassC_ferry_id67_seg178.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg178.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg178.wav,16000,16000,12,env_025_summer_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,9.033
312,train\ClassC\ferry\train_ClassC_ferry_id67_seg179.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg179.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg179.wav,16000,16000,38,env_081_winter_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.577
313,train\ClassC\ferry\train_ClassC_ferry_id67_seg180.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg180.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg180.wav,16000,16000,50,env_106_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.917
314,train\ClassC\ferry\train_ClassC_ferry_id67_seg181.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg181.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg181.wav,16000,16000,29,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,8.371
315,train\ClassD\liner\train_ClassD_liner_id16_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg000.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
316,train\ClassD\liner\train_ClassD_liner_id16_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg001.wav,16000,16000,10,env_010_munk_H200_R500_mud.arr,500.00,NaN,NaN,2,2.846
317,train\ClassD\liner\train_ClassD_liner_id16_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg002.wav,16000,16000,29,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,8.371
318,train\ClassD\liner\train_ClassD_liner_id16_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg003.wav,16000,16000,45,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
319,train\ClassD\liner\train_ClassD_liner_id16_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg004.wav,16000,16000,4,env_001_munk_H50_R500_sand.arr,500.00,NaN,NaN,12,9.430
320,train\ClassD\liner\train_ClassD_liner_id16_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg005.wav,16000,16000,26,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.901
321,train\ClassD\liner\train_ClassD_liner_id16_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg006.wav,16000,16000,50,env_106_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.917
322,train\ClassD\liner\train_ClassD_liner_id16_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg007.wav,16000,16000,45,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
323,train\ClassD\liner\train_ClassD_liner_id16_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg008.wav,16000,16000,24,env_057_isothermal_H200_R500_sand.arr,500.00,NaN,NaN,2,2.901
324,train\ClassD\liner\train_ClassD_liner_id22_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id22_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id22_seg009.wav,16000,16000,40,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.917
325,train\ClassD\liner\train_ClassD_liner_id22_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id22_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id22_seg010.wav,16000,16000,39,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
326,train\ClassD\liner\train_ClassD_liner_id25_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg011.wav,16000,16000,45,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
327,train\ClassD\liner\train_ClassD_liner_id25_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg012.wav,16000,16000,38,env_081_winter_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.577
328,train\ClassD\liner\train_ClassD_liner_id25_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg013.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
329,train\ClassD\liner\train_ClassD_liner_id25_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg014.wav,16000,16000,34,env_074_winter_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,7.686
330,train\ClassD\liner\train_ClassD_liner_id25_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg015.wav,16000,16000,23,env_057_isothermal_H200_R500_sand.arr,500.00,NaN,NaN,2,2.972
331,train\ClassD\liner\train_ClassD_liner_id25_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg016.wav,16000,16000,14,env_026_summer_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,9.033
332,train\ClassD\liner\train_ClassD_liner_id25_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg017.wav,16000,16000,37,env_081_winter_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.344
333,train\ClassD\liner\train_ClassD_liner_id25_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg018.wav,16000,16000,49,env_106_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
334,train\ClassD\liner\train_ClassD_liner_id69_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg019.wav,16000,16000,44,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.025
335,train\ClassD\liner\train_ClassD_liner_id69_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg020.wav,16000,16000,28,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.025
336,train\ClassD\liner\train_ClassD_liner_id69_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg021.wav,16000,16000,22,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,9.990
337,train\ClassD\liner\train_ClassD_liner_id69_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg022.wav,16000,16000,28,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.025
338,train\ClassD\liner\train_ClassD_liner_id69_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg023.wav,16000,16000,40,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.917
339,train\ClassD\liner\train_ClassD_liner_id69_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg024.wav,16000,16000,46,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.025
340,train\ClassD\liner\train_ClassD_liner_id69_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg025.wav,16000,16000,42,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.577
341,train\ClassD\liner\train_ClassD_liner_id69_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg026.wav,16000,16000,48,env_105_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.917
342,train\ClassD\liner\train_ClassD_liner_id69_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg027.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
343,train\ClassD\liner\train_ClassD_liner_id69_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg028.wav,16000,16000,31,env_074_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
344,train\ClassD\liner\train_ClassD_liner_id69_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg029.wav,16000,16000,26,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.901
345,train\ClassD\liner\train_ClassD_liner_id69_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg030.wav,16000,16000,18,env_034_summer_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.781
346,train\ClassD\liner\train_ClassD_liner_id69_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg031.wav,16000,16000,25,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.972
347,train\ClassD\liner\train_ClassD_liner_id69_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg032.wav,16000,16000,9,env_010_munk_H200_R500_mud.arr,500.00,NaN,NaN,2,2.920
348,train\ClassD\liner\train_ClassD_liner_id69_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg033.wav,16000,16000,48,env_105_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.917
349,train\ClassD\liner\train_ClassD_liner_id69_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg034.wav,16000,16000,13,env_026_summer_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,9.565
350,train\ClassD\liner\train_ClassD_liner_id69_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg035.wav,16000,16000,21,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,10.151
351,train\ClassD\liner\train_ClassD_liner_id69_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg036.wav,16000,16000,15,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,3,2.824
352,train\ClassD\liner\train_ClassD_liner_id69_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg037.wav,16000,16000,33,env_074_winter_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,8.371
353,train\ClassD\liner\train_ClassD_liner_id69_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg038.wav,16000,16000,26,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.901
354,train\ClassD\liner\train_ClassD_liner_id69_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg039.wav,16000,16000,5,env_002_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.867
355,train\ClassD\liner\train_ClassD_liner_id69_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg040.wav,16000,16000,26,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.901
356,train\ClassD\liner\train_ClassD_liner_id69_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg041.wav,16000,16000,8,env_009_munk_H200_R500_sand.arr,500.00,NaN,NaN,2,2.846
357,train\ClassD\liner\train_ClassD_liner_id69_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg042.wav,16000,16000,30,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,7.686
358,train\ClassD\liner\train_ClassD_liner_id69_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg043.wav,16000,16000,39,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
359,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg000.wav,16000,16000,38,env_081_winter_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.577
360,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg001.wav,16000,16000,2,env_001_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.430
361,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg002.wav,16000,16000,19,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,10.151
362,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg003.wav,16000,16000,4,env_001_munk_H50_R500_sand.arr,500.00,NaN,NaN,12,9.430
363,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg004.wav,16000,16000,29,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,8.371
364,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg005.wav,16000,16000,18,env_034_summer_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.781
365,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg006.wav,16000,16000,50,env_106_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.917
366,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg007.wav,16000,16000,14,env_026_summer_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,9.033
367,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg008.wav,16000,16000,29,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,8.371
368,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg009.wav,16000,16000,39,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
369,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg010.wav,16000,16000,43,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
